public_food_key,food_name,classification,classification_name,nutrient_code,amount_per_100g,nutrient_name,unit,category,nutrient_id
F008402,"Soft drink, cola flavour",11503.0,"Soft drinks, cola",energy_with_fibre_kj,206.0,Energy(a),(kJ),Energy(a),1
F008403,"Soft drink, cola flavour, decaffeinated",11503.0,"Soft drinks, cola",energy_with_fibre_kj,206.0,Energy(a),(kJ),Energy(a),1
F008404,"Soft drink, cola flavour, intense sweetened or diet",11504.0,"Soft drinks, cola, intense sweetened",energy_with_fibre_kj,0.0,Energy(a),(kJ),Energy(a),1
F008405,"Soft drink, cola flavour, intense sweetened or diet, decaffeinated",11504.0,"Soft drinks, cola, intense sweetened",energy_with_fibre_kj,0.0,Energy(a),(kJ),Energy(a),1
F008421,"Soft drink, energy drink, Red Bull",11603.0,Energy drinks,energy_with_fibre_kj,182.0,Energy(a),(kJ),Energy(a),1
F008424,"Soft drink, energy drink, V",11603.0,Energy drinks,energy_with_fibre_kj,182.0,Energy(a),(kJ),Energy(a),1
F008438,"Soft drink, fruit flavours",11501.0,"Soft drinks, non-cola",energy_with_fibre_kj,142.0,Energy(a),(kJ),Energy(a),1
F008439,"Soft drink, fruit flavours, intense sweetened or diet",11502.0,"Soft drinks, non-cola, intense sweetened",energy_with_fibre_kj,1.0,Energy(a),(kJ),Energy(a),1
F009795,"Kombucha, flavoured, added juice or intense sweeteners",29505.0,Other alcoholic beverages,energy_with_fibre_kj,28.0,Energy(a),(kJ),Energy(a),1
F008460,"Soft drink, tonic water",11501.0,"Soft drinks, non-cola",energy_with_fibre_kj,142.0,Energy(a),(kJ),Energy(a),1
F008461,"Soft drink, tonic water, intense sweetened or diet",11502.0,"Soft drinks, non-cola, intense sweetened",energy_with_fibre_kj,1.0,Energy(a),(kJ),Energy(a),1
F009117,"Tea, green, plain, without milk",11101.0,"Tea, regular, caffeinated, prepared with water",energy_with_fibre_kj,7.0,Energy(a),(kJ),Energy(a),1
F009125,"Tea, regular, black, brewed from leaf or teabags, without milk",11101.0,"Tea, regular, caffeinated, prepared with water",energy_with_fibre_kj,1.0,Energy(a),(kJ),Energy(a),1
F009115,"Tea, decaffeinated, black, brewed from leaf or teabags, without milk",11103.0,"Tea, regular, decaffeinated, prepared with water or milk",energy_with_fibre_kj,6.0,Energy(a),(kJ),Energy(a),1
F009516,"Water, bottled, still",11702.0,Purchased packaged water including mineral water,energy_with_fibre_kj,0.0,Energy(a),(kJ),Energy(a),1
F009527,"Water, tap",11701.0,"Domestic water (including tap, tank/rain water)",energy_with_fibre_kj,0.0,Energy(a),(kJ),Energy(a),1
F008377,"Water, soda",11702.0,Purchased packaged water including mineral water,energy_with_fibre_kj,0.0,Energy(a),(kJ),Energy(a),1
F001152,"Biscuit, savoury, rice cracker, plain",13204.0,"Savoury biscuits, rice based (includes rice cakes)",energy_with_fibre_kj,1626.0,Energy(a),(kJ),Energy(a),1
F001151,"Biscuit, savoury, rice cracker, flavoured (excluding seaweed)",13204.0,"Savoury biscuits, rice based (includes rice cakes)",energy_with_fibre_kj,1646.0,Energy(a),(kJ),Energy(a),1
F001153,"Biscuit, savoury, rice cracker, seaweed flavoured",13204.0,"Savoury biscuits, rice based (includes rice cakes)",energy_with_fibre_kj,1500.0,Energy(a),(kJ),Energy(a),1
F009833,"Biscuit, savoury, rice cracker, added vegetable powder",13204.0,"Savoury biscuits, rice based (includes rice cakes)",energy_with_fibre_kj,1651.0,Energy(a),(kJ),Energy(a),1
F001122,"Biscuit, savoury, from white wheat flour, cheese-flavoured",13202.0,"Savoury biscuits, wheat based, plain, energy >1800 kJ per 100 g",energy_with_fibre_kj,2086.0,Energy(a),(kJ),Energy(a),1
F001125,"Biscuit, savoury, from white wheat flour, flavoured (excluding cheese)",13202.0,"Savoury biscuits, wheat based, plain, energy >1800 kJ per 100 g",energy_with_fibre_kj,2098.0,Energy(a),(kJ),Energy(a),1
F001126,"Biscuit, savoury, from white wheat flour, plain snack cracker style",13202.0,"Savoury biscuits, wheat based, plain, energy >1800 kJ per 100 g",energy_with_fibre_kj,2058.0,Energy(a),(kJ),Energy(a),1
F001120,"Biscuit, savoury, from wheat flour, crispbread, puffed & toasted",13201.0,"Savoury biscuits, wheat based, plain, energy <=1800 kJ per 100 g",energy_with_fibre_kj,1563.0,Energy(a),(kJ),Energy(a),1
F001129,"Biscuit, savoury, from white wheat flour, Salada style",13201.0,"Savoury biscuits, wheat based, plain, energy <=1800 kJ per 100 g",energy_with_fibre_kj,1785.0,Energy(a),(kJ),Energy(a),1
F001133,"Biscuit, savoury, from white wheat flour, water cracker style",13201.0,"Savoury biscuits, wheat based, plain, energy <=1800 kJ per 100 g",energy_with_fibre_kj,1650.0,Energy(a),(kJ),Energy(a),1
F001123,"Biscuit, savoury, from white wheat flour, flaky cracker style",13202.0,"Savoury biscuits, wheat based, plain, energy >1800 kJ per 100 g",energy_with_fibre_kj,2067.0,Energy(a),(kJ),Energy(a),1
F001137,"Biscuit, savoury, from wholemeal wheat flour, crispbread",13201.0,"Savoury biscuits, wheat based, plain, energy <=1800 kJ per 100 g",energy_with_fibre_kj,1567.0,Energy(a),(kJ),Energy(a),1
F001135,"Biscuit, savoury, from wholemeal wheat flour & rye flour, crispbread, puffed",13201.0,"Savoury biscuits, wheat based, plain, energy <=1800 kJ per 100 g",energy_with_fibre_kj,1611.0,Energy(a),(kJ),Energy(a),1
F001115,"Biscuit, savoury, corn cake, plain, salted",13205.0,"Savoury biscuits, corn based",energy_with_fibre_kj,1547.0,Energy(a),(kJ),Energy(a),1
F001118,"Biscuit, savoury, from rye flour, crispbread",13203.0,"Savoury biscuits, rye based",energy_with_fibre_kj,1356.0,Energy(a),(kJ),Energy(a),1
F001147,"Biscuit, savoury, rice cake, from brown rice, plain",13204.0,"Savoury biscuits, rice based (includes rice cakes)",energy_with_fibre_kj,1603.0,Energy(a),(kJ),Energy(a),1
F009832,"Biscuit, savoury, seed based",132.0,Savoury biscuits,energy_with_fibre_kj,2395.0,Energy(a),(kJ),Energy(a),1
F001215,"Biscuit, sweet, plain",13101.0,"Sweet biscuits, plain or flavoured including short bread varieties",energy_with_fibre_kj,1812.0,Energy(a),(kJ),Energy(a),1
F001165,"Biscuit, sweet, Anzac style, homemade from basic ingredients",13101.0,"Sweet biscuits, plain or flavoured including short bread varieties",energy_with_fibre_kj,1970.0,Energy(a),(kJ),Energy(a),1
F009839,"Biscuit, sweet, breakfast style, with or without dried fruit",13102.0,"Sweet biscuits, plain with fruit or nuts",energy_with_fibre_kj,1701.0,Energy(a),(kJ),Energy(a),1
F001244,"Biscuit, sweet, shortbread style, commercial",13101.0,"Sweet biscuits, plain or flavoured including short bread varieties",energy_with_fibre_kj,2110.0,Energy(a),(kJ),Energy(a),1
F001170,"Biscuit, sweet, chocolate chip or coated",13105.0,"Sweet biscuits, chocolate-coated, chocolate chip",energy_with_fibre_kj,1979.0,Energy(a),(kJ),Energy(a),1
F009834,"Biscuit, sweet, cream filled, commercial",13104.0,"Sweet biscuits, cream-filled",energy_with_fibre_kj,1944.0,Energy(a),(kJ),Energy(a),1
F001167,"Biscuit, sweet, biscuit base, caramel filling, chocolate-coated, commercial",13106.0,"Sweet biscuits, chocolate-coated, chocolate or cream filled",energy_with_fibre_kj,1843.0,Energy(a),(kJ),Energy(a),1
F001168,"Biscuit, sweet, biscuit base, mint filling, chocolate-coated",13106.0,"Sweet biscuits, chocolate-coated, chocolate or cream filled",energy_with_fibre_kj,2188.0,Energy(a),(kJ),Energy(a),1
F001234,"Biscuit, sweet, sandwich, cream filling, chocolate-coated, tim tam style",13106.0,"Sweet biscuits, chocolate-coated, chocolate or cream filled",energy_with_fibre_kj,2080.0,Energy(a),(kJ),Energy(a),1
F001233,"Biscuit, sweet, sandwich, cream & jam filling",13104.0,"Sweet biscuits, cream-filled",energy_with_fibre_kj,1974.0,Energy(a),(kJ),Energy(a),1
F001251,"Biscuit, sweet, wheatmeal",13101.0,"Sweet biscuits, plain or flavoured including short bread varieties",energy_with_fibre_kj,1728.0,Energy(a),(kJ),Energy(a),1
F003095,"Cone, wafer style, for ice cream",13101.0,"Sweet biscuits, plain or flavoured including short bread varieties",energy_with_fibre_kj,1474.0,Energy(a),(kJ),Energy(a),1
F001683,"Breadcrumbs, white",12201.0,"Breads, and bread rolls, white, mandatorily fortified",energy_with_fibre_kj,1598.0,Energy(a),(kJ),Energy(a),1
F001353,"Bread roll, from white flour",12201.0,"Breads, and bread rolls, white, mandatorily fortified",energy_with_fibre_kj,1044.0,Energy(a),(kJ),Energy(a),1
F001415,"Bread, wrap, white, commercial",12302.0,"Flat breads (e.g. Pita bread), wheat based",energy_with_fibre_kj,1266.0,Energy(a),(kJ),Energy(a),1
F001537,"Bread, from white flour, sour dough, commercial",12201.0,"Breads, and bread rolls, white, mandatorily fortified",energy_with_fibre_kj,961.0,Energy(a),(kJ),Energy(a),1
F001538,"Bread, from white flour, sour dough, commercial, toasted",12201.0,"Breads, and bread rolls, white, mandatorily fortified",energy_with_fibre_kj,1144.0,Energy(a),(kJ),Energy(a),1
F001553,"Bread, from wholemeal flour",12207.0,"Breads, and bread rolls, wholemeal and brown, mandatorily fortified",energy_with_fibre_kj,993.0,Energy(a),(kJ),Energy(a),1
F001647,"Bread, Naan, commercial",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",energy_with_fibre_kj,1224.0,Energy(a),(kJ),Energy(a),1
F001653,"Bread, pizza base, commercial",12203.0,"Breads, and bread rolls, white, not stated as to fortification",energy_with_fibre_kj,1109.0,Energy(a),(kJ),Energy(a),1
F001669,"Bread, tortilla, white, commercial",12302.0,"Flat breads (e.g. Pita bread), wheat based",energy_with_fibre_kj,1263.0,Energy(a),(kJ),Energy(a),1
F001387,"Bread, damper, from white flour, homemade",12203.0,"Breads, and bread rolls, white, not stated as to fortification",energy_with_fibre_kj,1084.0,Energy(a),(kJ),Energy(a),1
F001420,"Bread, flat (pita or Lebanese), white, commercial",12302.0,"Flat breads (e.g. Pita bread), wheat based",energy_with_fibre_kj,1102.0,Energy(a),(kJ),Energy(a),1
F001404,"Bread, flat (pita or Lebanese), wholemeal, commercial",12302.0,"Flat breads (e.g. Pita bread), wheat based",energy_with_fibre_kj,1074.0,Energy(a),(kJ),Energy(a),1
F001463,"Bread, from white flour",12201.0,"Breads, and bread rolls, white, mandatorily fortified",energy_with_fibre_kj,1050.0,Energy(a),(kJ),Energy(a),1
F001541,"Bread, from white flour, toasted",12201.0,"Breads, and bread rolls, white, mandatorily fortified",energy_with_fibre_kj,1241.0,Energy(a),(kJ),Energy(a),1
F001466,"Bread, from white flour, added calcium",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",energy_with_fibre_kj,1001.0,Energy(a),(kJ),Energy(a),1
F001467,"Bread, from white flour, added calcium, toasted",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",energy_with_fibre_kj,1164.0,Energy(a),(kJ),Energy(a),1
F001468,"Bread, from white flour, added fibre",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",energy_with_fibre_kj,1032.0,Energy(a),(kJ),Energy(a),1
F001479,"Bread, from white flour, added fibre, toasted",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",energy_with_fibre_kj,1229.0,Energy(a),(kJ),Energy(a),1
F001482,"Bread, from white flour, added iron",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",energy_with_fibre_kj,1001.0,Energy(a),(kJ),Energy(a),1
F001483,"Bread, from white flour, added iron, toasted",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",energy_with_fibre_kj,1164.0,Energy(a),(kJ),Energy(a),1
F001484,"Bread, from white flour, added omega-3 polyunsaturates",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",energy_with_fibre_kj,1054.0,Energy(a),(kJ),Energy(a),1
F001485,"Bread, from white flour, added omega-3 polyunsaturates, toasted",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",energy_with_fibre_kj,1226.0,Energy(a),(kJ),Energy(a),1
F001543,"Bread, from white Jackaroo flour, added fibre and vitamins B1 & folate & Fe",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",energy_with_fibre_kj,1052.0,Energy(a),(kJ),Energy(a),1
F001544,"Bread, from white Jackaroo flour, added fibre and vitamins B1 & folate & Fe, toasted",12202.0,"Breads, and bread rolls, white, additional voluntary fortification",energy_with_fibre_kj,1238.0,Energy(a),(kJ),Energy(a),1
F001528,"Bread, from white flour, Italian-style, commercial",12201.0,"Breads, and bread rolls, white, mandatorily fortified",energy_with_fibre_kj,1070.0,Energy(a),(kJ),Energy(a),1
F001529,"Bread, from white flour, Italian-style, commercial, toasted",12201.0,"Breads, and bread rolls, white, mandatorily fortified",energy_with_fibre_kj,1274.0,Energy(a),(kJ),Energy(a),1
F001358,"Bread roll, from white flour, toasted",12201.0,"Breads, and bread rolls, white, mandatorily fortified",energy_with_fibre_kj,1214.0,Energy(a),(kJ),Energy(a),1
F001372,"Bread roll, topped with cheese",12304.0,Savoury filled or topped breads and bread rolls,energy_with_fibre_kj,1173.0,Energy(a),(kJ),Energy(a),1
F001373,"Bread roll, topped with cheese & bacon",12304.0,Savoury filled or topped breads and bread rolls,energy_with_fibre_kj,1174.0,Energy(a),(kJ),Energy(a),1
