survey_period,sex,age_group,indicator,category,value_pct,est_thousand,note
2022–24,Females,All 18+,GGT (U/L) range,,14.1,18.0,Total abnormal results(c)
2022–24,Females,All 18+,GGT (U/L) range,,14.1,10184.7,Total abnormal results(c)
2022–24,Females,All 18+,GGT (U/L) range,,100.0,8689.3,Total blood test results(d)
2022–24,Females,All 18+,GGT (U/L) range,,100.0,1429.8,Total blood test results(d)
2022–24,Females,All 18+,GGT (U/L) range,,100.0,10142.3,Total blood test results(d)
2022–24,Females,All 18+,GGT (U/L) range,,100.0,26.0,Total blood test results(d)
2022–24,Females,All 18+,GGT (U/L) range,,100.0,18.0,Total blood test results(d)
2022–24,Females,All 18+,GGT (U/L) range,,100.0,10184.7,Total blood test results(d)
2022–24,Persons,All 18+,GGT (U/L) range,,85.5,16933.6,Total normal results(c)
2022–24,Persons,All 18+,GGT (U/L) range,,85.5,2863.8,Total normal results(c)
2022–24,Persons,All 18+,GGT (U/L) range,,85.5,19814.1,Total normal results(c)
2022–24,Persons,All 18+,GGT (U/L) range,,85.5,31.0,Total normal results(c)
2022–24,Persons,All 18+,GGT (U/L) range,,85.5,22.0,Total normal results(c)
2022–24,Persons,All 18+,GGT (U/L) range,,85.5,20003.0,Total normal results(c)
2022–24,Persons,All 18+,GGT (U/L) range,,14.5,16933.6,Total abnormal results(c)
2022–24,Persons,All 18+,GGT (U/L) range,,14.5,2863.8,Total abnormal results(c)
2022–24,Persons,All 18+,GGT (U/L) range,,14.5,19814.1,Total abnormal results(c)
2022–24,Persons,All 18+,GGT (U/L) range,,14.5,31.0,Total abnormal results(c)
2022–24,Persons,All 18+,GGT (U/L) range,,14.5,22.0,Total abnormal results(c)
2022–24,Persons,All 18+,GGT (U/L) range,,14.5,20003.0,Total abnormal results(c)
2022–24,Persons,All 18+,GGT (U/L) range,,100.0,16933.6,Total blood test results(d)
2022–24,Persons,All 18+,GGT (U/L) range,,100.0,2863.8,Total blood test results(d)
2022–24,Persons,All 18+,GGT (U/L) range,,100.0,19814.1,Total blood test results(d)
2022–24,Persons,All 18+,GGT (U/L) range,,100.0,31.0,Total blood test results(d)
2022–24,Persons,All 18+,GGT (U/L) range,,100.0,22.0,Total blood test results(d)
2022–24,Persons,All 18+,GGT (U/L) range,,100.0,20003.0,Total blood test results(d)
2022–24,Males,All 18+,Median GGT (U/L),,100.0,,"Total, 18 years and over"
2022–24,Females,All 18+,Median GGT (U/L),,100.0,,"Total, 18 years and over"
2022–24,Persons,All 18+,Median GGT (U/L),,100.0,,"Total, 18 years and over"
