survey_period,sex,age_group,indicator,category,value_pct,est_thousand,note
2022,Persons,Total 18 +,Measured Body Mass Index(f),Normal range (20.00–24.99),28.0,,
2022,Persons,15–17,Measured Body Mass Index(f),Total Normal range (18.50–24.99),62.4,,
2022,Persons,18–24,Measured Body Mass Index(f),Total Normal range (18.50–24.99),53.2,,
2022,Persons,25–34,Measured Body Mass Index(f),Total Normal range (18.50–24.99),37.9,,
2022,Persons,35–44,Measured Body Mass Index(f),Total Normal range (18.50–24.99),31.4,,
2022,Persons,45–54,Measured Body Mass Index(f),Total Normal range (18.50–24.99),25.9,,
2022,Persons,55–64,Measured Body Mass Index(f),Total Normal range (18.50–24.99),24.2,,
2022,Persons,65 +,Measured Body Mass Index(f),Total Normal range (18.50–24.99),25.2,,
2022,Persons,15–24,Measured Body Mass Index(f),Total Normal range (18.50–24.99),55.6,,
2022,Persons,15–44,Measured Body Mass Index(f),Total Normal range (18.50–24.99),40.9,,
2022,Persons,25–44,Measured Body Mass Index(f),Total Normal range (18.50–24.99),34.6,,
2022,Persons,45–64,Measured Body Mass Index(f),Total Normal range (18.50–24.99),25.2,,
2022,Persons,65–74,Measured Body Mass Index(f),Total Normal range (18.50–24.99),22.9,,
2022,Persons,75 +,Measured Body Mass Index(f),Total Normal range (18.50–24.99),28.4,,
2022,Persons,18–44,Measured Body Mass Index(f),Total Normal range (18.50–24.99),38.8,,
2022,Persons,45 +,Measured Body Mass Index(f),Total Normal range (18.50–24.99),25.2,,
2022,Persons,Total 18 +,Measured Body Mass Index(f),Total Normal range (18.50–24.99),31.6,,
2022,Persons,Total 15 +,Measured Body Mass Index(f),Total Normal range (18.50–24.99),33.0,,
2022,Persons,15–17,Measured Body Mass Index(f),Overweight (25.00–29.99),17.9,,
2022,Persons,18–24,Measured Body Mass Index(f),Overweight (25.00–29.99),27.3,,
2022,Persons,25–34,Measured Body Mass Index(f),Overweight (25.00–29.99),30.8,,
2022,Persons,35–44,Measured Body Mass Index(f),Overweight (25.00–29.99),34.9,,
2022,Persons,45–54,Measured Body Mass Index(f),Overweight (25.00–29.99),36.8,,
2022,Persons,55–64,Measured Body Mass Index(f),Overweight (25.00–29.99),36.0,,
2022,Persons,65 +,Measured Body Mass Index(f),Overweight (25.00–29.99),36.4,,
2022,Persons,15–24,Measured Body Mass Index(f),Overweight (25.00–29.99),24.2,,
2022,Persons,15–44,Measured Body Mass Index(f),Overweight (25.00–29.99),30.3,,
2022,Persons,25–44,Measured Body Mass Index(f),Overweight (25.00–29.99),32.9,,
2022,Persons,45–64,Measured Body Mass Index(f),Overweight (25.00–29.99),36.3,,
2022,Persons,65–74,Measured Body Mass Index(f),Overweight (25.00–29.99),36.5,,
2022,Persons,75 +,Measured Body Mass Index(f),Overweight (25.00–29.99),36.7,,
2022,Persons,18–44,Measured Body Mass Index(f),Overweight (25.00–29.99),31.6,,
2022,Persons,45 +,Measured Body Mass Index(f),Overweight (25.00–29.99),36.3,,
2022,Persons,Total 18 +,Measured Body Mass Index(f),Overweight (25.00–29.99),34.0,,
2022,Persons,Total 15 +,Measured Body Mass Index(f),Overweight (25.00–29.99),33.3,,
2022,Persons,18–24,Measured Body Mass Index(f),Obesity class I (30.00–34.99),8.5,,
2022,Persons,25–34,Measured Body Mass Index(f),Obesity class I (30.00–34.99),16.7,,
2022,Persons,35–44,Measured Body Mass Index(f),Obesity class I (30.00–34.99),18.8,,
2022,Persons,45–54,Measured Body Mass Index(f),Obesity class I (30.00–34.99),20.2,,
2022,Persons,55–64,Measured Body Mass Index(f),Obesity class I (30.00–34.99),22.8,,
2022,Persons,65 +,Measured Body Mass Index(f),Obesity class I (30.00–34.99),22.7,,
2022,Persons,25–44,Measured Body Mass Index(f),Obesity class I (30.00–34.99),17.8,,
2022,Persons,45–64,Measured Body Mass Index(f),Obesity class I (30.00–34.99),21.5,,
2022,Persons,65–74,Measured Body Mass Index(f),Obesity class I (30.00–34.99),22.8,,
2022,Persons,75 +,Measured Body Mass Index(f),Obesity class I (30.00–34.99),22.4,,
2022,Persons,18–44,Measured Body Mass Index(f),Obesity class I (30.00–34.99),15.6,,
2022,Persons,45 +,Measured Body Mass Index(f),Obesity class I (30.00–34.99),22.0,,
2022,Persons,Total 18 +,Measured Body Mass Index(f),Obesity class I (30.00–34.99),19.0,,
2022,Persons,18–24,Measured Body Mass Index(f),Obesity class II (35.00–39.99),3.5,,
2022,Persons,25–34,Measured Body Mass Index(f),Obesity class II (35.00–39.99),7.9,,
2022,Persons,35–44,Measured Body Mass Index(f),Obesity class II (35.00–39.99),8.2,,
2022,Persons,45–54,Measured Body Mass Index(f),Obesity class II (35.00–39.99),8.7,,
2022,Persons,55–64,Measured Body Mass Index(f),Obesity class II (35.00–39.99),9.6,,
2022,Persons,65 +,Measured Body Mass Index(f),Obesity class II (35.00–39.99),8.6,,
2022,Persons,25–44,Measured Body Mass Index(f),Obesity class II (35.00–39.99),8.1,,
2022,Persons,45–64,Measured Body Mass Index(f),Obesity class II (35.00–39.99),9.1,,
2022,Persons,65–74,Measured Body Mass Index(f),Obesity class II (35.00–39.99),9.9,,
2022,Persons,75 +,Measured Body Mass Index(f),Obesity class II (35.00–39.99),7.1,,
2022,Persons,18–44,Measured Body Mass Index(f),Obesity class II (35.00–39.99),7.0,,
2022,Persons,45 +,Measured Body Mass Index(f),Obesity class II (35.00–39.99),9.0,,
2022,Persons,Total 18 +,Measured Body Mass Index(f),Obesity class II (35.00–39.99),8.0,,
2022,Persons,18–24,Measured Body Mass Index(f),Obesity class III (40.00 or more),2.9,,
2022,Persons,25–34,Measured Body Mass Index(f),Obesity class III (40.00 or more),3.3,,
2022,Persons,35–44,Measured Body Mass Index(f),Obesity class III (40.00 or more),4.7,,
2022,Persons,45–54,Measured Body Mass Index(f),Obesity class III (40.00 or more),6.7,,
2022,Persons,55–64,Measured Body Mass Index(f),Obesity class III (40.00 or more),5.4,,
2022,Persons,65 +,Measured Body Mass Index(f),Obesity class III (40.00 or more),4.9,,
2022,Persons,25–44,Measured Body Mass Index(f),Obesity class III (40.00 or more),4.0,,
2022,Persons,45–64,Measured Body Mass Index(f),Obesity class III (40.00 or more),6.1,,
2022,Persons,65–74,Measured Body Mass Index(f),Obesity class III (40.00 or more),5.9,,
2022,Persons,75 +,Measured Body Mass Index(f),Obesity class III (40.00 or more),3.5,,
2022,Persons,18–44,Measured Body Mass Index(f),Obesity class III (40.00 or more),3.6,,
2022,Persons,45 +,Measured Body Mass Index(f),Obesity class III (40.00 or more),5.5,,
2022,Persons,Total 18 +,Measured Body Mass Index(f),Obesity class III (40.00 or more),4.6,,
2022,Persons,15–17,Measured Body Mass Index(f),Total Obese (30.00 or more),9.2,,
2022,Persons,18–24,Measured Body Mass Index(f),Total Obese (30.00 or more),14.3,,
2022,Persons,25–34,Measured Body Mass Index(f),Total Obese (30.00 or more),28.2,,
2022,Persons,35–44,Measured Body Mass Index(f),Total Obese (30.00 or more),31.6,,
2022,Persons,45–54,Measured Body Mass Index(f),Total Obese (30.00 or more),35.8,,
2022,Persons,55–64,Measured Body Mass Index(f),Total Obese (30.00 or more),37.7,,
2022,Persons,65 +,Measured Body Mass Index(f),Total Obese (30.00 or more),36.2,,
2022,Persons,15–24,Measured Body Mass Index(f),Total Obese (30.00 or more),12.8,,
2022,Persons,15–44,Measured Body Mass Index(f),Total Obese (30.00 or more),24.8,,
2022,Persons,25–44,Measured Body Mass Index(f),Total Obese (30.00 or more),29.8,,
2022,Persons,45–64,Measured Body Mass Index(f),Total Obese (30.00 or more),36.7,,
2022,Persons,65–74,Measured Body Mass Index(f),Total Obese (30.00 or more),38.5,,
2022,Persons,75 +,Measured Body Mass Index(f),Total Obese (30.00 or more),33.0,,
2022,Persons,18–44,Measured Body Mass Index(f),Total Obese (30.00 or more),26.3,,
2022,Persons,45 +,Measured Body Mass Index(f),Total Obese (30.00 or more),36.6,,
2022,Persons,Total 18 +,Measured Body Mass Index(f),Total Obese (30.00 or more),31.7,,
2022,Persons,Total 15 +,Measured Body Mass Index(f),Total Obese (30.00 or more),30.7,,
2022,Persons,15–17,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),26.1,,
2022,Persons,18–24,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),42.1,,
2022,Persons,25–34,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),58.8,,
2022,Persons,35–44,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),66.7,,
2022,Persons,45–54,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),72.5,,
2022,Persons,55–64,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),73.6,,
2022,Persons,65 +,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),72.5,,
2022,Persons,15–24,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),37.2,,
2022,Persons,15–44,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),55.0,,
2022,Persons,25–44,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),62.7,,
2022,Persons,45–64,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),73.0,,
2022,Persons,65–74,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),75.1,,
2022,Persons,75 +,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),69.1,,
2022,Persons,18–44,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),57.9,,
2022,Persons,45 +,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),72.9,,
2022,Persons,Total 18 +,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),65.8,,
2022,Persons,Total 15 +,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),64.0,,
2022,Persons,18–24,Measured waist circumference(h),Lowered risk,62.5,,
2022,Persons,25–34,Measured waist circumference(h),Lowered risk,43.3,,
2022,Persons,35–44,Measured waist circumference(h),Lowered risk,33.7,,
2022,Persons,45–54,Measured waist circumference(h),Lowered risk,24.3,,
2022,Persons,55–64,Measured waist circumference(h),Lowered risk,19.5,,
2022,Persons,65 +,Measured waist circumference(h),Lowered risk,16.1,,
2022,Persons,25–44,Measured waist circumference(h),Lowered risk,38.6,,
2022,Persons,45–64,Measured waist circumference(h),Lowered risk,22.0,,
2022,Persons,65–74,Measured waist circumference(h),Lowered risk,14.2,,
2022,Persons,75 +,Measured waist circumference(h),Lowered risk,18.5,,
2022,Persons,18–44,Measured waist circumference(h),Lowered risk,44.1,,
2022,Persons,45 +,Measured waist circumference(h),Lowered risk,19.6,,
2022,Persons,Total 18 +,Measured waist circumference(h),Lowered risk,31.2,,
2022,Persons,18–24,Measured waist circumference(h),Increased risk(i),16.4,,
2022,Persons,25–34,Measured waist circumference(h),Increased risk(i),20.4,,
2022,Persons,35–44,Measured waist circumference(h),Increased risk(i),22.9,,
2022,Persons,45–54,Measured waist circumference(h),Increased risk(i),20.3,,
2022,Persons,55–64,Measured waist circumference(h),Increased risk(i),22.4,,
2022,Persons,65 +,Measured waist circumference(h),Increased risk(i),21.1,,
2022,Persons,25–44,Measured waist circumference(h),Increased risk(i),21.5,,
2022,Persons,45–64,Measured waist circumference(h),Increased risk(i),21.3,,
2022,Persons,65–74,Measured waist circumference(h),Increased risk(i),22.0,,
2022,Persons,75 +,Measured waist circumference(h),Increased risk(i),19.6,,
2022,Persons,18–44,Measured waist circumference(h),Increased risk(i),20.4,,
2022,Persons,45 +,Measured waist circumference(h),Increased risk(i),21.2,,
2022,Persons,Total 18 +,Measured waist circumference(h),Increased risk(i),20.8,,
2022,Persons,18–24,Measured waist circumference(h),Substantially increased risk(j),20.4,,
2022,Persons,25–34,Measured waist circumference(h),Substantially increased risk(j),34.9,,
2022,Persons,35–44,Measured waist circumference(h),Substantially increased risk(j),42.8,,
2022,Persons,45–54,Measured waist circumference(h),Substantially increased risk(j),54.4,,
2022,Persons,55–64,Measured waist circumference(h),Substantially increased risk(j),57.4,,
2022,Persons,65 +,Measured waist circumference(h),Substantially increased risk(j),61.9,,
2022,Persons,25–44,Measured waist circumference(h),Substantially increased risk(j),38.8,,
2022,Persons,45–64,Measured waist circumference(h),Substantially increased risk(j),55.8,,
2022,Persons,65–74,Measured waist circumference(h),Substantially increased risk(j),62.8,,
2022,Persons,75 +,Measured waist circumference(h),Substantially increased risk(j),61.2,,
2022,Persons,18–44,Measured waist circumference(h),Substantially increased risk(j),34.5,,
2022,Persons,45 +,Measured waist circumference(h),Substantially increased risk(j),58.3,,
2022,Persons,Total 18 +,Measured waist circumference(h),Substantially increased risk(j),47.0,,
2022,Males,15–17,Measured Body Mass Index(f),Underweight (less than 18.50),12.1,,
2022,Males,18–24,Measured Body Mass Index(f),Underweight (less than 18.50),2.9,,
2022,Males,25–34,Measured Body Mass Index(f),Underweight (less than 18.50),0.8,,
2022,Males,35–44,Measured Body Mass Index(f),Underweight (less than 18.50),0.3,,
2022,Males,45–54,Measured Body Mass Index(f),Underweight (less than 18.50),0.0,,
2022,Males,55–64,Measured Body Mass Index(f),Underweight (less than 18.50),1.3,,
2022,Males,65 +,Measured Body Mass Index(f),Underweight (less than 18.50),0.6,,
2022,Males,15–24,Measured Body Mass Index(f),Underweight (less than 18.50),5.8,,
2022,Males,15–44,Measured Body Mass Index(f),Underweight (less than 18.50),2.3,,
2022,Males,25–44,Measured Body Mass Index(f),Underweight (less than 18.50),0.9,,
2022,Males,45–64,Measured Body Mass Index(f),Underweight (less than 18.50),0.6,,
2022,Males,65–74,Measured Body Mass Index(f),Underweight (less than 18.50),0.6,,
2022,Males,75 +,Measured Body Mass Index(f),Underweight (less than 18.50),0.8,,
2022,Males,18–44,Measured Body Mass Index(f),Underweight (less than 18.50),1.4,,
2022,Males,45 +,Measured Body Mass Index(f),Underweight (less than 18.50),0.6,,
2022,Males,Total 18 +,Measured Body Mass Index(f),Underweight (less than 18.50),0.9,,
2022,Males,Total 15 +,Measured Body Mass Index(f),Underweight (less than 18.50),1.5,,
2022,Males,18–24,Measured Body Mass Index(f),Normal range (18.50–19.99),10.0,,
2022,Males,25–34,Measured Body Mass Index(f),Normal range (18.50–19.99),2.7,,
2022,Males,35–44,Measured Body Mass Index(f),Normal range (18.50–19.99),1.3,,
2022,Males,45–54,Measured Body Mass Index(f),Normal range (18.50–19.99),0.8,,
2022,Males,55–64,Measured Body Mass Index(f),Normal range (18.50–19.99),1.5,,
2022,Males,65 +,Measured Body Mass Index(f),Normal range (18.50–19.99),0.4,,
2022,Males,25–44,Measured Body Mass Index(f),Normal range (18.50–19.99),2.0,,
2022,Males,45–64,Measured Body Mass Index(f),Normal range (18.50–19.99),1.2,,
2022,Males,65–74,Measured Body Mass Index(f),Normal range (18.50–19.99),0.0,,
2022,Males,75 +,Measured Body Mass Index(f),Normal range (18.50–19.99),0.9,,
2022,Males,18–44,Measured Body Mass Index(f),Normal range (18.50–19.99),3.6,,
2022,Males,45 +,Measured Body Mass Index(f),Normal range (18.50–19.99),1.0,,
2022,Males,Total 18 +,Measured Body Mass Index(f),Normal range (18.50–19.99),2.3,,
2022,Males,18–24,Measured Body Mass Index(f),Normal range (20.00–24.99),43.9,,
2022,Males,25–34,Measured Body Mass Index(f),Normal range (20.00–24.99),28.9,,
2022,Males,35–44,Measured Body Mass Index(f),Normal range (20.00–24.99),23.0,,
2022,Males,45–54,Measured Body Mass Index(f),Normal range (20.00–24.99),19.5,,
2022,Males,55–64,Measured Body Mass Index(f),Normal range (20.00–24.99),19.5,,
2022,Males,65 +,Measured Body Mass Index(f),Normal range (20.00–24.99),19.9,,
2022,Males,25–44,Measured Body Mass Index(f),Normal range (20.00–24.99),26.1,,
2022,Males,45–64,Measured Body Mass Index(f),Normal range (20.00–24.99),19.7,,
2022,Males,65–74,Measured Body Mass Index(f),Normal range (20.00–24.99),17.3,,
2022,Males,75 +,Measured Body Mass Index(f),Normal range (20.00–24.99),23.2,,
2022,Males,18–44,Measured Body Mass Index(f),Normal range (20.00–24.99),30.1,,
2022,Males,45 +,Measured Body Mass Index(f),Normal range (20.00–24.99),19.7,,
2022,Males,Total 18 +,Measured Body Mass Index(f),Normal range (20.00–24.99),24.8,,
2022,Males,15–17,Measured Body Mass Index(f),Total Normal range (18.50–24.99),58.1,,
2022,Males,18–24,Measured Body Mass Index(f),Total Normal range (18.50–24.99),54.1,,
2022,Males,25–34,Measured Body Mass Index(f),Total Normal range (18.50–24.99),31.1,,
2022,Males,35–44,Measured Body Mass Index(f),Total Normal range (18.50–24.99),24.1,,
2022,Males,45–54,Measured Body Mass Index(f),Total Normal range (18.50–24.99),20.7,,
2022,Males,55–64,Measured Body Mass Index(f),Total Normal range (18.50–24.99),20.5,,
2022,Males,65 +,Measured Body Mass Index(f),Total Normal range (18.50–24.99),20.4,,
2022,Males,15–24,Measured Body Mass Index(f),Total Normal range (18.50–24.99),54.8,,
2022,Males,15–44,Measured Body Mass Index(f),Total Normal range (18.50–24.99),36.2,,
2022,Males,25–44,Measured Body Mass Index(f),Total Normal range (18.50–24.99),27.9,,
2022,Males,45–64,Measured Body Mass Index(f),Total Normal range (18.50–24.99),20.7,,
2022,Males,65–74,Measured Body Mass Index(f),Total Normal range (18.50–24.99),17.8,,
2022,Males,75 +,Measured Body Mass Index(f),Total Normal range (18.50–24.99),24.5,,
2022,Males,18–44,Measured Body Mass Index(f),Total Normal range (18.50–24.99),33.9,,
2022,Males,45 +,Measured Body Mass Index(f),Total Normal range (18.50–24.99),20.7,,
2022,Males,Total 18 +,Measured Body Mass Index(f),Total Normal range (18.50–24.99),27.1,,
2022,Males,Total 15 +,Measured Body Mass Index(f),Total Normal range (18.50–24.99),28.5,,
2022,Males,15–17,Measured Body Mass Index(f),Overweight (25.00–29.99),18.9,,
2022,Males,18–24,Measured Body Mass Index(f),Overweight (25.00–29.99),29.5,,
2022,Males,25–34,Measured Body Mass Index(f),Overweight (25.00–29.99),38.4,,
2022,Males,35–44,Measured Body Mass Index(f),Overweight (25.00–29.99),40.0,,
2022,Males,45–54,Measured Body Mass Index(f),Overweight (25.00–29.99),42.9,,
2022,Males,55–64,Measured Body Mass Index(f),Overweight (25.00–29.99),38.4,,
2022,Males,65 +,Measured Body Mass Index(f),Overweight (25.00–29.99),40.2,,
2022,Males,15–24,Measured Body Mass Index(f),Overweight (25.00–29.99),25.9,,
2022,Males,15–44,Measured Body Mass Index(f),Overweight (25.00–29.99),35.0,,
2022,Males,25–44,Measured Body Mass Index(f),Overweight (25.00–29.99),39.2,,
2022,Males,45–64,Measured Body Mass Index(f),Overweight (25.00–29.99),40.7,,
2022,Males,65–74,Measured Body Mass Index(f),Overweight (25.00–29.99),40.9,,
2022,Males,75 +,Measured Body Mass Index(f),Overweight (25.00–29.99),39.6,,
2022,Males,18–44,Measured Body Mass Index(f),Overweight (25.00–29.99),36.7,,
2022,Males,45 +,Measured Body Mass Index(f),Overweight (25.00–29.99),40.5,,
2022,Males,Total 18 +,Measured Body Mass Index(f),Overweight (25.00–29.99),38.6,,
2022,Males,Total 15 +,Measured Body Mass Index(f),Overweight (25.00–29.99),37.7,,
2022,Males,18–24,Measured Body Mass Index(f),Obesity class I (30.00–34.99),7.7,,
2022,Males,25–34,Measured Body Mass Index(f),Obesity class I (30.00–34.99),16.8,,
2022,Males,35–44,Measured Body Mass Index(f),Obesity class I (30.00–34.99),22.3,,
2022,Males,45–54,Measured Body Mass Index(f),Obesity class I (30.00–34.99),20.9,,
2022,Males,55–64,Measured Body Mass Index(f),Obesity class I (30.00–34.99),25.8,,
2022,Males,65 +,Measured Body Mass Index(f),Obesity class I (30.00–34.99),25.9,,
2022,Males,25–44,Measured Body Mass Index(f),Obesity class I (30.00–34.99),19.8,,
2022,Males,45–64,Measured Body Mass Index(f),Obesity class I (30.00–34.99),23.2,,
2022,Males,65–74,Measured Body Mass Index(f),Obesity class I (30.00–34.99),26.8,,
2022,Males,75 +,Measured Body Mass Index(f),Obesity class I (30.00–34.99),24.6,,
2022,Males,18–44,Measured Body Mass Index(f),Obesity class I (30.00–34.99),16.9,,
2022,Males,45 +,Measured Body Mass Index(f),Obesity class I (30.00–34.99),24.2,,
2022,Males,Total 18 +,Measured Body Mass Index(f),Obesity class I (30.00–34.99),20.7,,
2022,Males,18–24,Measured Body Mass Index(f),Obesity class II (35.00–39.99),3.4,,
2022,Males,25–34,Measured Body Mass Index(f),Obesity class II (35.00–39.99),7.8,,
2022,Males,35–44,Measured Body Mass Index(f),Obesity class II (35.00–39.99),8.8,,
2022,Males,45–54,Measured Body Mass Index(f),Obesity class II (35.00–39.99),7.8,,
2022,Males,55–64,Measured Body Mass Index(f),Obesity class II (35.00–39.99),8.3,,
2022,Males,65 +,Measured Body Mass Index(f),Obesity class II (35.00–39.99),9.6,,
2022,Males,25–44,Measured Body Mass Index(f),Obesity class II (35.00–39.99),8.5,,
2022,Males,45–64,Measured Body Mass Index(f),Obesity class II (35.00–39.99),8.3,,
2022,Males,65–74,Measured Body Mass Index(f),Obesity class II (35.00–39.99),11.0,,
2022,Males,75 +,Measured Body Mass Index(f),Obesity class II (35.00–39.99),7.3,,
2022,Males,18–44,Measured Body Mass Index(f),Obesity class II (35.00–39.99),7.3,,
2022,Males,45 +,Measured Body Mass Index(f),Obesity class II (35.00–39.99),8.7,,
2022,Males,Total 18 +,Measured Body Mass Index(f),Obesity class II (35.00–39.99),8.0,,
2022,Males,18–24,Measured Body Mass Index(f),Obesity class III (40.00 or more),3.6,,
2022,Males,25–34,Measured Body Mass Index(f),Obesity class III (40.00 or more),3.1,,
2022,Males,35–44,Measured Body Mass Index(f),Obesity class III (40.00 or more),3.4,,
2022,Males,45–54,Measured Body Mass Index(f),Obesity class III (40.00 or more),6.3,,
2022,Males,55–64,Measured Body Mass Index(f),Obesity class III (40.00 or more),5.3,,
2022,Males,65 +,Measured Body Mass Index(f),Obesity class III (40.00 or more),2.8,,
2022,Males,25–44,Measured Body Mass Index(f),Obesity class III (40.00 or more),3.2,,
2022,Males,45–64,Measured Body Mass Index(f),Obesity class III (40.00 or more),5.8,,
2022,Males,65–74,Measured Body Mass Index(f),Obesity class III (40.00 or more),2.8,,
2022,Males,75 +,Measured Body Mass Index(f),Obesity class III (40.00 or more),2.5,,
2022,Males,18–44,Measured Body Mass Index(f),Obesity class III (40.00 or more),3.1,,
2022,Males,45 +,Measured Body Mass Index(f),Obesity class III (40.00 or more),4.6,,
2022,Males,Total 18 +,Measured Body Mass Index(f),Obesity class III (40.00 or more),3.8,,
2022,Males,15–17,Measured Body Mass Index(f),Total Obese (30.00 or more),10.3,,
2022,Males,18–24,Measured Body Mass Index(f),Total Obese (30.00 or more),14.8,,
2022,Males,25–34,Measured Body Mass Index(f),Total Obese (30.00 or more),28.0,,
2022,Males,35–44,Measured Body Mass Index(f),Total Obese (30.00 or more),35.0,,
2022,Males,45–54,Measured Body Mass Index(f),Total Obese (30.00 or more),35.8,,
2022,Males,55–64,Measured Body Mass Index(f),Total Obese (30.00 or more),39.1,,
2022,Males,65 +,Measured Body Mass Index(f),Total Obese (30.00 or more),37.9,,
2022,Males,15–24,Measured Body Mass Index(f),Total Obese (30.00 or more),12.9,,
2022,Males,15–44,Measured Body Mass Index(f),Total Obese (30.00 or more),25.7,,
2022,Males,25–44,Measured Body Mass Index(f),Total Obese (30.00 or more),31.4,,
2022,Males,45–64,Measured Body Mass Index(f),Total Obese (30.00 or more),37.2,,
2022,Males,65–74,Measured Body Mass Index(f),Total Obese (30.00 or more),40.6,,
2022,Males,75 +,Measured Body Mass Index(f),Total Obese (30.00 or more),34.4,,
2022,Males,18–44,Measured Body Mass Index(f),Total Obese (30.00 or more),27.3,,
2022,Males,45 +,Measured Body Mass Index(f),Total Obese (30.00 or more),37.6,,
2022,Males,Total 18 +,Measured Body Mass Index(f),Total Obese (30.00 or more),32.5,,
2022,Males,Total 15 +,Measured Body Mass Index(f),Total Obese (30.00 or more),31.5,,
2022,Males,15–17,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),28.3,,
2022,Males,18–24,Measured Body Mass Index(f),Total Overweight / Obese (25.00 or more),42.3,,
