survey_period,sex,age_group,indicator,category,value_pct,est_thousand,note
2022,Persons,45–64,Usual daily consumption of fruit,3 serves,11.8,,
2022,Persons,65–74,Usual daily consumption of fruit,3 serves,14.6,,
2022,Persons,75 +,Usual daily consumption of fruit,3 serves,18.0,,
2022,Persons,18–44,Usual daily consumption of fruit,3 serves,9.4,,
2022,Persons,45 +,Usual daily consumption of fruit,3 serves,13.6,,
2022,Persons,Total 18 +,Usual daily consumption of fruit,3 serves,11.6,,
2022,Persons,18–24,Usual daily consumption of fruit,4 serves,2.2,,
2022,Persons,25–34,Usual daily consumption of fruit,4 serves,2.2,,
2022,Persons,35–44,Usual daily consumption of fruit,4 serves,2.2,,
2022,Persons,45–54,Usual daily consumption of fruit,4 serves,2.3,,
2022,Persons,55–64,Usual daily consumption of fruit,4 serves,2.5,,
2022,Persons,65 +,Usual daily consumption of fruit,4 serves,3.8,,
2022,Persons,25–44,Usual daily consumption of fruit,4 serves,2.2,,
2022,Persons,45–64,Usual daily consumption of fruit,4 serves,2.3,,
2022,Persons,65–74,Usual daily consumption of fruit,4 serves,3.7,,
2022,Persons,75 +,Usual daily consumption of fruit,4 serves,3.9,,
2022,Persons,18–44,Usual daily consumption of fruit,4 serves,2.3,,
2022,Persons,45 +,Usual daily consumption of fruit,4 serves,2.9,,
2022,Persons,Total 18 +,Usual daily consumption of fruit,4 serves,2.6,,
2022,Persons,18–24,Usual daily consumption of fruit,5 or more serves,0.8,,
2022,Persons,25–34,Usual daily consumption of fruit,5 or more serves,1.0,,
2022,Persons,35–44,Usual daily consumption of fruit,5 or more serves,1.6,,
2022,Persons,45–54,Usual daily consumption of fruit,5 or more serves,1.6,,
2022,Persons,55–64,Usual daily consumption of fruit,5 or more serves,1.7,,
2022,Persons,65 +,Usual daily consumption of fruit,5 or more serves,2.4,,
2022,Persons,25–44,Usual daily consumption of fruit,5 or more serves,1.2,,
2022,Persons,45–64,Usual daily consumption of fruit,5 or more serves,1.6,,
2022,Persons,65–74,Usual daily consumption of fruit,5 or more serves,2.0,,
2022,Persons,75 +,Usual daily consumption of fruit,5 or more serves,3.1,,
2022,Persons,18–44,Usual daily consumption of fruit,5 or more serves,1.2,,
2022,Persons,45 +,Usual daily consumption of fruit,5 or more serves,2.0,,
2022,Persons,Total 18 +,Usual daily consumption of fruit,5 or more serves,1.6,,
2022,Persons,18–24,Usual daily consumption of vegetables(e),Does not eat vegetables,3.5,,
2022,Persons,25–34,Usual daily consumption of vegetables(e),Does not eat vegetables,2.7,,
2022,Persons,35–44,Usual daily consumption of vegetables(e),Does not eat vegetables,1.1,,
2022,Persons,45–54,Usual daily consumption of vegetables(e),Does not eat vegetables,0.9,,
2022,Persons,55–64,Usual daily consumption of vegetables(e),Does not eat vegetables,2.3,,
2022,Persons,65 +,Usual daily consumption of vegetables(e),Does not eat vegetables,1.4,,
2022,Persons,25–44,Usual daily consumption of vegetables(e),Does not eat vegetables,1.9,,
2022,Persons,45–64,Usual daily consumption of vegetables(e),Does not eat vegetables,1.5,,
2022,Persons,65–74,Usual daily consumption of vegetables(e),Does not eat vegetables,1.6,,
2022,Persons,75 +,Usual daily consumption of vegetables(e),Does not eat vegetables,1.2,,
2022,Persons,18–44,Usual daily consumption of vegetables(e),Does not eat vegetables,2.2,,
2022,Persons,45 +,Usual daily consumption of vegetables(e),Does not eat vegetables,1.5,,
2022,Persons,Total 18 +,Usual daily consumption of vegetables(e),Does not eat vegetables,1.8,,
2022,Persons,18–24,Usual daily consumption of vegetables(e),Less than 1 serve,3.3,,
2022,Persons,25–34,Usual daily consumption of vegetables(e),Less than 1 serve,1.6,,
2022,Persons,35–44,Usual daily consumption of vegetables(e),Less than 1 serve,1.5,,
2022,Persons,45–54,Usual daily consumption of vegetables(e),Less than 1 serve,1.3,,
2022,Persons,55–64,Usual daily consumption of vegetables(e),Less than 1 serve,2.0,,
2022,Persons,65 +,Usual daily consumption of vegetables(e),Less than 1 serve,1.1,,
2022,Persons,25–44,Usual daily consumption of vegetables(e),Less than 1 serve,1.6,,
2022,Persons,45–64,Usual daily consumption of vegetables(e),Less than 1 serve,1.7,,
2022,Persons,65–74,Usual daily consumption of vegetables(e),Less than 1 serve,1.1,,
2022,Persons,75 +,Usual daily consumption of vegetables(e),Less than 1 serve,1.3,,
2022,Persons,18–44,Usual daily consumption of vegetables(e),Less than 1 serve,1.9,,
2022,Persons,45 +,Usual daily consumption of vegetables(e),Less than 1 serve,1.5,,
2022,Persons,Total 18 +,Usual daily consumption of vegetables(e),Less than 1 serve,1.7,,
2022,Persons,18–24,Usual daily consumption of vegetables(e),1 serve,32.7,,
2022,Persons,25–34,Usual daily consumption of vegetables(e),1 serve,28.5,,
2022,Persons,35–44,Usual daily consumption of vegetables(e),1 serve,29.8,,
2022,Persons,45–54,Usual daily consumption of vegetables(e),1 serve,29.9,,
2022,Persons,55–64,Usual daily consumption of vegetables(e),1 serve,27.4,,
2022,Persons,65 +,Usual daily consumption of vegetables(e),1 serve,23.0,,
2022,Persons,25–44,Usual daily consumption of vegetables(e),1 serve,29.1,,
2022,Persons,45–64,Usual daily consumption of vegetables(e),1 serve,28.8,,
2022,Persons,65–74,Usual daily consumption of vegetables(e),1 serve,24.1,,
2022,Persons,75 +,Usual daily consumption of vegetables(e),1 serve,21.4,,
2022,Persons,18–44,Usual daily consumption of vegetables(e),1 serve,30.0,,
2022,Persons,45 +,Usual daily consumption of vegetables(e),1 serve,26.5,,
2022,Persons,Total 18 +,Usual daily consumption of vegetables(e),1 serve,28.2,,
2022,Persons,18–24,Usual daily consumption of vegetables(e),2 serves,30.5,,
2022,Persons,25–34,Usual daily consumption of vegetables(e),2 serves,31.0,,
2022,Persons,35–44,Usual daily consumption of vegetables(e),2 serves,30.5,,
2022,Persons,45–54,Usual daily consumption of vegetables(e),2 serves,31.8,,
2022,Persons,55–64,Usual daily consumption of vegetables(e),2 serves,32.0,,
2022,Persons,65 +,Usual daily consumption of vegetables(e),2 serves,26.5,,
2022,Persons,25–44,Usual daily consumption of vegetables(e),2 serves,30.7,,
2022,Persons,45–64,Usual daily consumption of vegetables(e),2 serves,32.0,,
2022,Persons,65–74,Usual daily consumption of vegetables(e),2 serves,25.9,,
2022,Persons,75 +,Usual daily consumption of vegetables(e),2 serves,27.6,,
2022,Persons,18–44,Usual daily consumption of vegetables(e),2 serves,30.6,,
2022,Persons,45 +,Usual daily consumption of vegetables(e),2 serves,29.8,,
2022,Persons,Total 18 +,Usual daily consumption of vegetables(e),2 serves,30.1,,
2022,Persons,18–24,Usual daily consumption of vegetables(e),3 serves,14.4,,
2022,Persons,25–34,Usual daily consumption of vegetables(e),3 serves,19.0,,
2022,Persons,35–44,Usual daily consumption of vegetables(e),3 serves,19.7,,
2022,Persons,45–54,Usual daily consumption of vegetables(e),3 serves,18.8,,
2022,Persons,55–64,Usual daily consumption of vegetables(e),3 serves,18.9,,
2022,Persons,65 +,Usual daily consumption of vegetables(e),3 serves,23.7,,
2022,Persons,25–44,Usual daily consumption of vegetables(e),3 serves,19.4,,
2022,Persons,45–64,Usual daily consumption of vegetables(e),3 serves,19.0,,
2022,Persons,65–74,Usual daily consumption of vegetables(e),3 serves,24.2,,
2022,Persons,75 +,Usual daily consumption of vegetables(e),3 serves,23.4,,
2022,Persons,18–44,Usual daily consumption of vegetables(e),3 serves,18.3,,
2022,Persons,45 +,Usual daily consumption of vegetables(e),3 serves,20.9,,
2022,Persons,Total 18 +,Usual daily consumption of vegetables(e),3 serves,19.6,,
2022,Persons,18–24,Usual daily consumption of vegetables(e),4 serves,11.4,,
2022,Persons,25–34,Usual daily consumption of vegetables(e),4 serves,9.3,,
2022,Persons,35–44,Usual daily consumption of vegetables(e),4 serves,9.9,,
2022,Persons,45–54,Usual daily consumption of vegetables(e),4 serves,8.9,,
2022,Persons,55–64,Usual daily consumption of vegetables(e),4 serves,9.1,,
2022,Persons,65 +,Usual daily consumption of vegetables(e),4 serves,13.6,,
2022,Persons,25–44,Usual daily consumption of vegetables(e),4 serves,9.5,,
2022,Persons,45–64,Usual daily consumption of vegetables(e),4 serves,9.0,,
2022,Persons,65–74,Usual daily consumption of vegetables(e),4 serves,13.7,,
2022,Persons,75 +,Usual daily consumption of vegetables(e),4 serves,13.4,,
2022,Persons,18–44,Usual daily consumption of vegetables(e),4 serves,9.9,,
2022,Persons,45 +,Usual daily consumption of vegetables(e),4 serves,10.9,,
2022,Persons,Total 18 +,Usual daily consumption of vegetables(e),4 serves,10.4,,
2022,Persons,18–24,Usual daily consumption of vegetables(e),5 serves,2.9,,
2022,Persons,25–34,Usual daily consumption of vegetables(e),5 serves,5.2,,
2022,Persons,35–44,Usual daily consumption of vegetables(e),5 serves,5.2,,
2022,Persons,45–54,Usual daily consumption of vegetables(e),5 serves,5.0,,
2022,Persons,55–64,Usual daily consumption of vegetables(e),5 serves,5.4,,
2022,Persons,65 +,Usual daily consumption of vegetables(e),5 serves,7.2,,
2022,Persons,25–44,Usual daily consumption of vegetables(e),5 serves,5.3,,
2022,Persons,45–64,Usual daily consumption of vegetables(e),5 serves,5.2,,
2022,Persons,65–74,Usual daily consumption of vegetables(e),5 serves,5.9,,
2022,Persons,75 +,Usual daily consumption of vegetables(e),5 serves,8.9,,
2022,Persons,18–44,Usual daily consumption of vegetables(e),5 serves,4.7,,
2022,Persons,45 +,Usual daily consumption of vegetables(e),5 serves,6.1,,
2022,Persons,Total 18 +,Usual daily consumption of vegetables(e),5 serves,5.4,,
2022,Persons,18–24,Usual daily consumption of vegetables(e),6 or more serves,2.0,,
2022,Persons,25–34,Usual daily consumption of vegetables(e),6 or more serves,2.7,,
2022,Persons,35–44,Usual daily consumption of vegetables(e),6 or more serves,2.1,,
2022,Persons,45–54,Usual daily consumption of vegetables(e),6 or more serves,2.7,,
2022,Persons,55–64,Usual daily consumption of vegetables(e),6 or more serves,3.4,,
2022,Persons,65 +,Usual daily consumption of vegetables(e),6 or more serves,3.2,,
2022,Persons,25–44,Usual daily consumption of vegetables(e),6 or more serves,2.4,,
2022,Persons,45–64,Usual daily consumption of vegetables(e),6 or more serves,2.9,,
2022,Persons,65–74,Usual daily consumption of vegetables(e),6 or more serves,3.6,,
2022,Persons,75 +,Usual daily consumption of vegetables(e),6 or more serves,2.7,,
2022,Persons,18–44,Usual daily consumption of vegetables(e),6 or more serves,2.3,,
2022,Persons,45 +,Usual daily consumption of vegetables(e),6 or more serves,3.0,,
2022,Persons,Total 18 +,Usual daily consumption of vegetables(e),6 or more serves,2.7,,
2022,Males,18–24,Daily consumption of fruit(c),Met recommendation,37.3,,
2022,Males,25–34,Daily consumption of fruit(c),Met recommendation,36.1,,
2022,Males,35–44,Daily consumption of fruit(c),Met recommendation,40.5,,
2022,Males,45–54,Daily consumption of fruit(c),Met recommendation,40.8,,
2022,Males,55–64,Daily consumption of fruit(c),Met recommendation,40.8,,
2022,Males,65 +,Daily consumption of fruit(c),Met recommendation,51.8,,
2022,Males,25–44,Daily consumption of fruit(c),Met recommendation,38.2,,
2022,Males,45–64,Daily consumption of fruit(c),Met recommendation,40.8,,
2022,Males,65–74,Daily consumption of fruit(c),Met recommendation,49.5,,
2022,Males,75 +,Daily consumption of fruit(c),Met recommendation,54.8,,
2022,Males,18–44,Daily consumption of fruit(c),Met recommendation,37.9,,
2022,Males,45 +,Daily consumption of fruit(c),Met recommendation,45.1,,
2022,Males,Total 18 +,Daily consumption of fruit(c),Met recommendation,41.6,,
2022,Males,18–24,Daily consumption of fruit(c),Did not meet recommendation,63.8,,
2022,Males,25–34,Daily consumption of fruit(c),Did not meet recommendation,64.3,,
2022,Males,35–44,Daily consumption of fruit(c),Did not meet recommendation,59.2,,
2022,Males,45–54,Daily consumption of fruit(c),Did not meet recommendation,59.0,,
2022,Males,55–64,Daily consumption of fruit(c),Did not meet recommendation,59.5,,
2022,Males,65 +,Daily consumption of fruit(c),Did not meet recommendation,48.3,,
2022,Males,25–44,Daily consumption of fruit(c),Did not meet recommendation,61.8,,
2022,Males,45–64,Daily consumption of fruit(c),Did not meet recommendation,59.1,,
2022,Males,65–74,Daily consumption of fruit(c),Did not meet recommendation,50.7,,
2022,Males,75 +,Daily consumption of fruit(c),Did not meet recommendation,44.4,,
2022,Males,18–44,Daily consumption of fruit(c),Did not meet recommendation,62.2,,
2022,Males,45 +,Daily consumption of fruit(c),Did not meet recommendation,54.9,,
2022,Males,Total 18 +,Daily consumption of fruit(c),Did not meet recommendation,58.4,,
2022,Males,18–24,Daily consumption of fruit(c),Total males aged 18 years and over,100.0,,
2022,Males,25–34,Daily consumption of fruit(c),Total males aged 18 years and over,100.0,,
2022,Males,35–44,Daily consumption of fruit(c),Total males aged 18 years and over,100.0,,
2022,Males,45–54,Daily consumption of fruit(c),Total males aged 18 years and over,100.0,,
2022,Males,55–64,Daily consumption of fruit(c),Total males aged 18 years and over,100.0,,
2022,Males,65 +,Daily consumption of fruit(c),Total males aged 18 years and over,100.0,,
2022,Males,25–44,Daily consumption of fruit(c),Total males aged 18 years and over,100.0,,
2022,Males,45–64,Daily consumption of fruit(c),Total males aged 18 years and over,100.0,,
2022,Males,65–74,Daily consumption of fruit(c),Total males aged 18 years and over,100.0,,
2022,Males,75 +,Daily consumption of fruit(c),Total males aged 18 years and over,100.0,,
2022,Males,18–44,Daily consumption of fruit(c),Total males aged 18 years and over,100.0,,
2022,Males,45 +,Daily consumption of fruit(c),Total males aged 18 years and over,100.0,,
2022,Males,Total 18 +,Daily consumption of fruit(c),Total males aged 18 years and over,100.0,,
2022,Males,18–24,Daily consumption of vegetables(c),Met recommendation,3.1,,
2022,Males,25–34,Daily consumption of vegetables(c),Met recommendation,2.7,,
2022,Males,35–44,Daily consumption of vegetables(c),Met recommendation,1.2,,
2022,Males,45–54,Daily consumption of vegetables(c),Met recommendation,2.2,,
2022,Males,55–64,Daily consumption of vegetables(c),Met recommendation,1.9,,
2022,Males,65 +,Daily consumption of vegetables(c),Met recommendation,7.0,,
2022,Males,25–44,Daily consumption of vegetables(c),Met recommendation,1.9,,
2022,Males,45–64,Daily consumption of vegetables(c),Met recommendation,2.0,,
2022,Males,65–74,Daily consumption of vegetables(c),Met recommendation,5.1,,
2022,Males,75 +,Daily consumption of vegetables(c),Met recommendation,9.0,,
2022,Males,18–44,Daily consumption of vegetables(c),Met recommendation,2.1,,
2022,Males,45 +,Daily consumption of vegetables(c),Met recommendation,4.0,,
2022,Males,Total 18 +,Daily consumption of vegetables(c),Met recommendation,3.0,,
2022,Males,18–24,Daily consumption of vegetables(c),Did not meet recommendation,97.8,,
2022,Males,25–34,Daily consumption of vegetables(c),Did not meet recommendation,97.2,,
2022,Males,35–44,Daily consumption of vegetables(c),Did not meet recommendation,99.0,,
2022,Males,45–54,Daily consumption of vegetables(c),Did not meet recommendation,97.2,,
2022,Males,55–64,Daily consumption of vegetables(c),Did not meet recommendation,98.7,,
2022,Males,65 +,Daily consumption of vegetables(c),Did not meet recommendation,93.4,,
2022,Males,25–44,Daily consumption of vegetables(c),Did not meet recommendation,98.0,,
2022,Males,45–64,Daily consumption of vegetables(c),Did not meet recommendation,97.9,,
2022,Males,65–74,Daily consumption of vegetables(c),Did not meet recommendation,95.2,,
2022,Males,75 +,Daily consumption of vegetables(c),Did not meet recommendation,90.5,,
2022,Males,18–44,Daily consumption of vegetables(c),Did not meet recommendation,98.1,,
2022,Males,45 +,Daily consumption of vegetables(c),Did not meet recommendation,96.1,,
2022,Males,Total 18 +,Daily consumption of vegetables(c),Did not meet recommendation,96.9,,
2022,Males,18–24,Daily consumption of vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,25–34,Daily consumption of vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,35–44,Daily consumption of vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,45–54,Daily consumption of vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,55–64,Daily consumption of vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,65 +,Daily consumption of vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,25–44,Daily consumption of vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,45–64,Daily consumption of vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,65–74,Daily consumption of vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,75 +,Daily consumption of vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,18–44,Daily consumption of vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,45 +,Daily consumption of vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,Total 18 +,Daily consumption of vegetables(c),Total males aged 18 years and over,100.0,,
2022,Males,18–24,Daily consumption of fruit and vegetables(c),Met recommendation,2.6,,
2022,Males,25–34,Daily consumption of fruit and vegetables(c),Met recommendation,1.6,,
2022,Males,35–44,Daily consumption of fruit and vegetables(c),Met recommendation,0.7,,
2022,Males,45–54,Daily consumption of fruit and vegetables(c),Met recommendation,1.5,,
2022,Males,55–64,Daily consumption of fruit and vegetables(c),Met recommendation,0.9,,
